playlist_name,playlist_img,track_name,track_uri,artist_name,album_name,album_img,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray For The Wicked,https://i.scdn.co/image/5a0c73915586db4a6acf0a92eb7c503877f1c9a4,0.579,0.904,F,-2.729,major,0.0618,0.193,0,0.064,0.681,82.014,190947,4,F major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,In My Head,1tT55K6VEyO6XFDxK4lDQe,Peter Manos,In My Head,https://i.scdn.co/image/c27fc6b7f1cd42bfe8396c13336601dec9c6fdf1,0.499,0.181,A,-15.359,minor,0.0429,0.745,0.00123,0.106,0.0747,111.956,214533,4,A minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Hurts Like Hell (feat. Offset),3WefHNGtjexZvi66ZEx9u4,Madison Beer,Hurts Like Hell (feat. Offset),https://i.scdn.co/image/2aea63740960681ead732698d7a68b0d94845665,0.704,0.56,C#,-6.791,minor,0.179,0.185,0,0.0948,0.609,75.003,207109,4,C# minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,There You Are,40eISiXi4QCcczldH5u0n1,ZAYN,Icarus Falls,https://i.scdn.co/image/49ba4bff477a83365ba9a9826665f1f82525d780,0.452,0.685,C,-4.828,minor,0.0385,0.0257,0,0.11,0.305,76.986,199600,4,C minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Better,4T3fNx3CgwDRRYgmFCbD4J,Khalid,Better,https://i.scdn.co/image/e5e391544580212082376a399d65f2ba0c9a63fa,0.442,0.585,C,-10.332,minor,0.0964,0.0984,0.391,0.14,0.116,97.565,229413,4,C minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,whoa (mind in awe),7pdF27mSDuPWhppnHAmWHa,XXXTENTACION,SKINS,https://i.scdn.co/image/cc8658d17dd767d98455296c216b8e305836e9a9,0.735,0.525,F#,-2.939,minor,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4,F# minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,Pedro Capó,Calma (Remix),https://i.scdn.co/image/11d0f83f26cc96933fbbecb778e5274e156a1f58,0.826,0.773,B,-4.218,minor,0.0524,0.323,0,0.143,0.761,126.899,238200,4,B minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,SOLO,2wVDWtLKXunswWecARNILj,JENNIE,SOLO,https://i.scdn.co/image/818e3b50a414e755960fc12c4f6b28df68d20147,0.751,0.642,D#,-5.165,minor,0.087,0.0861,0,0.0953,0.388,95.045,169567,4,D# minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,Travis Scott,ASTROWORLD,https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17,0.785,0.554,C,-6.571,major,0.0409,0.283,3.4e-6,0.116,0.144,128.047,150043,4,C major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Leave Me Alone,https://i.scdn.co/image/18dc8687082ec80562737b7c7b94cd3146606131,0.792,0.743,G,-2.806,major,0.0851,0.107,0,0.183,0.742,150.024,195637,4,G major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Grip,3gicyfiEVMGONgzygpWjNT,Seeb,Grip,https://i.scdn.co/image/370ba25b3e972514f65b03fc0b648f9bd0443762,0.598,0.904,E,-2.293,major,0.0507,0.331,0,0.264,0.503,138.091,198075,4,E major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7,0.575,0.33,G,-6.557,major,0.031,0.416,0,0.0872,0.277,95.801,217213,4,G major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,TIC TOC (feat. Lil Baby),4m5Cd9kAbIxg6t9sMrQWtk,6ix9ine,DUMMY BOY,https://i.scdn.co/image/77eb7c17cafe55033929e99114f40e4b81e2572b,0.82,0.691,F#,-6.646,minor,0.0723,0.0115,0,0.344,0.683,142.027,135739,4,F# minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Best Part (feat. Daniel Caesar),4OBZT9EnhYIV17t4pGw7ig,H.E.R.,H.E.R.,https://i.scdn.co/image/943d49a6043f3f03d81d632dfa3462bc29586c20,0.473,0.371,E,-10.219,minor,0.0405,0.795,0,0.109,0.413,75.208,209400,4,E minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Adan y Eva,6FyRXC8tJUh863JCkyWqtk,Paulo Londra,Adan y Eva,https://i.scdn.co/image/f705d8b22e8dc4ebb15440d9b615f47fb0aefe30,0.767,0.709,C#,-4.47,major,0.336,0.323,0,0.0676,0.72,171.993,258639,4,C# major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,Billie Eilish,dont smile at me,https://i.scdn.co/image/7ee64b20bef73ee2c1cbd3ff93993cfd6bc62648,0.483,0.412,G,-8.461,major,0.0402,0.737,0,0.116,0.247,170.163,203569,3,G major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,SICKO MODE - Skrillex Remix,0u695M7KyzXaPIjpEbxOkB,Travis Scott,SICKO MODE (Skrillex Remix),https://i.scdn.co/image/77eb7c17cafe55036f97c0b148ae9b5798725407,0.651,0.833,C#,-3.356,major,0.172,0.0214,0,0.14,0.443,155.051,304512,4,C# major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,3 Nights,1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,"Don't Forget About Me, Demos",https://i.scdn.co/image/7644872563754f99f26dee1daa99e67374a6a812,0.815,0.518,G,-6.594,minor,0.0897,0.223,0,0.104,0.877,151.891,177667,4,G minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Only Want You,2CTN6UuO2dNEVZXR0DJVk2,Rita Ora,Phoenix (Deluxe),https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02,0.654,0.528,F#,-6.224,minor,0.0412,0.0599,7.14e-5,0.0975,0.376,82.014,180760,4,F# minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,ZEZE (feat. Travis Scott & Offset),7l3E7lcozEodtVsSTCkcaA,Kodak Black,ZEZE (feat. Travis Scott & Offset),https://i.scdn.co/image/fed289df350576c738c46a426b2cae60d430dfc6,0.861,0.637,G#,-5.692,minor,0.24,0.0515,3.35e-6,0.0967,0.474,98.044,228654,4,G# minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,comethru,18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,"summer,",https://i.scdn.co/image/81e09ca6e9544edeef494b2ed7b846efa46929a4,0.794,0.188,C,-11.957,major,0.0523,0.601,0,0.637,0.64,93.967,181613,4,C major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Mama (feat. Ellie Goulding),3WDIhWoRWVcaHdRwMEHkkS,Clean Bandit,What Is Love? (Deluxe),https://i.scdn.co/image/5a1136e441d47aadb780e9c14338e9452946ad77,0.737,0.714,C#,-6.138,minor,0.0367,0.225,3.79e-6,0.267,0.608,102.046,189973,4,C# minor
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh,The 1975,A Brief Inquiry Into Online Relationships,https://i.scdn.co/image/24753fe5d9ec614b83e1f069c28e3d32449c767b,0.618,0.824,C#,-5.316,major,0.0301,2.97e-4,6.87e-5,0.0649,0.598,121.238,248336,4,C# major
TOP HITS BAHRAIN - TOP 50 BAHRAIN - BAHRAIN TOP 50 - TOP SONGS IN BAHRAIN 2019,https://pl.scdn.co/images/pl/default/20fa306cca6c1305f44836c3422056642a875c99,Topanga,5aXgz1oKK8Q9z9xvTmSnrO,Trippie Redd,A Love Letter To You 3,https://i.scdn.co/image/8984042f24e62f3e53ebfa8d408e49ed58d90ec9,0.755,0.615,E,-8.245,major,0.0454,0.00587,1.75e-6,0.109,0.039,105.955,215364,4,E major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478,0.841,0.798,C#,-4.206,minor,0.229,0.153,3.33e-6,0.0618,0.591,95.948,212500,4,C# minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Wow.,6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow.,https://i.scdn.co/image/4a09059a2a756967588647bbcb5fd5f6fd8dd434,0.833,0.539,B,-7.399,minor,0.178,0.163,2.1e-6,0.101,0.385,99.947,149520,4,B minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Saturday Nights,7vGGAJBkHKxKtOnGjQduDV,Khalid,Suncity,https://i.scdn.co/image/8f9d777cf5746a1a44e0ea3d6195aa27bc720bec,0.54,0.439,A#,-8.591,major,0.115,0.635,1.93e-5,0.0993,0.371,167.908,209547,4,A# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Without Me,5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374,0.752,0.488,F#,-7.05,major,0.0705,0.297,9.11e-6,0.0936,0.533,136.041,201661,4,F# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me (feat. Swae Lee),https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8,0.574,0.758,C#,-5.029,minor,0.0621,0.0969,0,0.395,0.492,144.111,182623,4,C# minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,imagine,0todbbT9g5uQGbeFCiBf2F,Ariana Grande,imagine,https://i.scdn.co/image/54e0a51655d5fe48e300cf47e3db0e9f35425428,0.714,0.474,G#,-4.993,major,0.039,0.374,0,0.106,0.376,62.484,212293,3,G# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),https://i.scdn.co/image/6660f96688785c4b222c32a53eeb484c68a10610,0.601,0.794,G,-5.844,minor,0.0671,0.00987,1.36e-6,0.388,0.244,114.066,217467,4,G minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Championships,https://i.scdn.co/image/77eb7c17cafe5503c5866117e0a3e5fc94620101,0.889,0.496,E,-6.365,minor,0.0905,0.259,0,0.252,0.544,86.003,180522,4,E minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Sweet but Psycho,25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf,0.719,0.704,C#,-4.724,major,0.0476,0.0691,0,0.166,0.628,133.002,187436,4,C# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Sunflower - Spider-Man: Into the Spider-Verse,1A6OTy97kk0mMdm78rHsm8,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89,0.753,0.498,D,-5.61,major,0.0504,0.551,0,0.0706,0.927,89.95,158053,4,D major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Bad Liar,2RSHsoi04658QL5xgQVov3,Imagine Dragons,Origins (Deluxe),https://i.scdn.co/image/6ac2ed0481154149e2ca501b5dcbe3c1ac937c43,0.383,0.637,D#,-6.993,major,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,D# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Look Back At It,3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Hoodie SZN,https://i.scdn.co/image/388171ca9cd00260701aa984ba622d3929c6d389,0.791,0.587,D#,-5.075,minor,0.0413,0.407,0,0.148,0.536,96.057,179449,4,D# minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,"thank u, next",https://i.scdn.co/image/77eb7c17cafe550337bbb4711235a0128db66a66,0.724,0.647,C#,-5.642,major,0.0658,0.28,0,0.102,0.435,106.96,207333,4,C# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Project Dreams,0PowxVSTY2uh1CPc8EPKyX,Marshmello,Project Dreams,https://i.scdn.co/image/7bd761b531773e9eb02fcfff6ffefc9887dd3896,0.777,0.831,G#,-2.129,major,0.177,0.42,0,0.105,0.791,160.153,167898,4,G# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,https://i.scdn.co/image/8b27a24ee5d5d0ba7c172508718cf10941226535,0.665,0.699,B,-5.265,major,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,B major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,monster,2FUNBaa5DwItJtYEBgAblU,21 Savage,i am > i was,https://i.scdn.co/image/e89fed2244d8ea00f46312790c3a3b9f4092e5a6,0.89,0.607,A,-6.916,minor,0.124,0.158,2.28e-4,0.118,0.224,134.022,233040,4,A minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Trampoline,0lsRatBUs9HNIZAmoGABzk,SHAED,MELT,https://i.scdn.co/image/c2cbe32149e10b8348c7f59693c25755dffe5fa4,0.689,0.412,G,-7.523,minor,0.0301,0.488,1.6e-4,0.0659,0.537,126.754,184060,4,G minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),https://i.scdn.co/image/beed5edf4331ac27c2095a04ca51d84cc25133f8,0.703,0.723,A,-5.45,minor,0.0412,0.0302,2.06e-6,0.126,0.288,104.969,198903,4,A minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,when the party's over,14JzyD6FlBD5z0wV5P07YI,Billie Eilish,when the party's over,https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072,0.498,0.104,C#,-14.08,minor,0.0621,0.979,7.86e-5,0.0895,0.205,124.001,199931,3,C# minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Solo de Mi,5YOkA7qd2983FtBQnP8sYx,Bad Bunny,Solo de Mi,https://i.scdn.co/image/f4e800461b7b35c90d1684945340ae286b6ceed5,0.743,0.73,A#,-4.314,minor,0.125,0.287,8.1e-5,0.0778,0.15,179.972,197968,4,A# minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Happy Now (feat. Sandro Cavazza),14sOS5L36385FJ3OL8hew4,Kygo,Happy Now (feat. Sandro Cavazza),https://i.scdn.co/image/cfd28be6bbcf7d88bc4580b4ae66a7120f184072,0.693,0.575,A,-6.998,major,0.0801,0.374,0,0.252,0.492,117.999,211362,4,A major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,Nicki Minaj,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89,0.766,0.881,A,-5.158,minor,0.137,0.0166,2.3e-6,0.347,0.674,112.027,174893,5,A minor
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Rewrite The Stars (with James Arthur & Anne-Marie),78nplE9X2ZGvQh3TKgvldE,James Arthur,The Greatest Showman: Reimagined,https://i.scdn.co/image/d6b9f37838bb6f4eb8ffca96fe18b20b3d23f2f8,0.67,0.743,A#,-4.993,major,0.0393,0.237,0,0.465,0.571,125.944,218293,4,A# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Roses (with Juice WRLD feat. Brendon Urie),1KVczjazCcCCgM3gXXUl47,benny blanco,FRIENDS KEEP SECRETS,https://i.scdn.co/image/f3420e21041cf842dca37865ce02585c790a0f63,0.612,0.601,G#,-7.089,major,0.164,0.168,0,0.117,0.525,147.018,223543,4,G# major
TOP HITS JORDAN - TOP 50 JORDAN - JORDAN TOP 50 - TOP SONGS IN JORDAN 2019,https://mosaic.scdn.co/640/4a09059a2a756967588647bbcb5fd5f6fd8dd4348f9d777cf5746a1a44e0ea3d6195aa27bc720beccca02c139eb4270d5e396086329c97c782c7b478dd916d01780a9591c8a02944fa06aaf30ca3e374,Kiss and Make Up,7jr3iPu4O4bTCVwLMbdU2i,Dua Lipa,Dua Lipa (Complete Edition),https://i.scdn.co/image/a59ba61362a7301facba81a94c9cb1d9d4496b3a,0.678,0.729,G#,-4.188,major,0.137,0.0658,0,0.303,0.643,99.895,189173,4,G# major
